"確定病名","發病年份","發病月份","縣市","鄉鎮","性別","是否為境外移入","年齡層","確定病例數"
"5331","登革熱","2014","12","屏東縣","東港鎮","M","否","45-49","2"
"5332","登革熱","2014","12","高雄市","大寮區","M","否","15-19","2"
"5333","登革熱","2014","12","高雄市","大寮區","M","否","20-24","2"
"5334","登革熱","2014","12","高雄市","岡山區","F","否","70+","1"
"5335","登革熱","2014","12","高雄市","苓雅區","F","否","1","1"
"5336","登革熱","2014","12","高雄市","鼓山區","M","否","30-34","4"
"5337","登革熱","2014","2","屏東縣","屏東市","M","否","70+","1"
"5338","登革熱","2014","2","高雄市","三民區","M","是","20-24","1"
"5339","登革熱","2014","6","高雄市","鳳山區","F","否","50-54","1"
"5340","登革熱","2014","7","高雄市","大寮區","M","否","45-49","2"
"5341","登革熱","2014","7","高雄市","大寮區","M","否","65-69","1"
"5342","登革熱","2014","7","高雄市","小港區","F","否","25-29","1"
"5343","登革熱","2014","7","高雄市","小港區","F","否","65-69","3"
"5344","登革熱","2014","7","高雄市","鳳山區","F","否","35-39","4"
"5345","登革熱","2014","8","高雄市","林園區","F","否","15-19","1"
"5346","登革熱","2014","8","高雄市","前金區","M","否","50-54","1"
"5347","登革熱","2010","9","台南市","關廟區","M","否","35-39","1"
"5348","登革熱","2010","9","高雄市","湖內區","F","是","35-39","1"
"5349","登革熱","2011","10","台北市","信義區","F","是","1","1"
"5350","登革熱","2011","10","高雄市","三民區","M","否","15-19","2"
"5351","登革熱","2011","10","高雄市","林園區","F","否","40-44","1"
"5352","登革熱","2011","10","高雄市","新興區","M","否","70+","1"
"5353","登革熱","2011","10","高雄市","鳳山區","F","否","45-49","2"
"5354","登革熱","2011","10","新北市","三重區","M","否","50-54","1"
"5355","登革熱","2011","10","新北市","永和區","M","是","25-29","1"
"5356","登革熱","2011","11","台中市","太平區","M","否","30-34","1"
"5357","登革熱","2011","11","高雄市","三民區","M","否","35-39","10"
"5358","登革熱","2011","11","高雄市","左營區","M","否","55-59","2"
"5359","登革熱","2011","11","高雄市","前鎮區","M","否","30-34","1"
"5360","登革熱","2011","11","高雄市","苓雅區","F","否","35-39","2"
"5361","登革熱","2011","11","高雄市","楠梓區","M","否","50-54","1"
"5362","登革熱","2011","11","高雄市","鳳山區","F","否","30-34","4"
"5363","登革熱","2011","11","澎湖縣","馬公市","F","否","70+","1"
"5364","登革熱","2011","12","台南市","安平區","F","否","40-44","1"
"5365","登革熱","2011","12","高雄市","鳳山區","M","否","20-24","1"
"5366","登革熱","2011","12","高雄市","鳳山區","M","否","70+","3"
"5367","登革熱","2011","12","澎湖縣","馬公市","M","否","70+","1"
"5368","登革熱","2011","6","彰化縣","鹿港鎮","M","是","25-29","1"
"5369","登革熱","2011","7","台北市","大安區","M","是","25-29","1"
"5370","登革熱","2011","8","桃園市","龜山區","M","是","45-49","1"
"5371","登革熱","2011","9","高雄市","苓雅區","F","否","5-9","2"
"5372","登革熱","2012","10","高雄市","三民區","F","否","30-34","1"
"5373","登革熱","2012","11","台南市","南區","M","否","50-54","1"
"5374","登革熱","2012","11","高雄市","小港區","M","否","70+","1"
"5375","登革熱","2012","11","高雄市","林園區","F","否","30-34","2"
"5376","登革熱","2012","11","高雄市","前鎮區","M","否","30-34","2"
"5377","登革熱","2012","11","高雄市","前鎮區","M","否","45-49","2"
"5378","登革熱","2012","12","台南市","中西區","F","否","60-64","1"
"5379","登革熱","2012","12","台南市","新營區","M","否","30-34","1"
"5380","登革熱","2012","12","高雄市","苓雅區","M","否","20-24","3"
"5381","登革熱","2012","6","新竹縣","竹東鎮","M","是","55-59","1"
"5382","登革熱","2012","7","台南市","安南區","F","否","45-49","1"
"5383","登革熱","2012","9","台南市","南區","M","否","20-24","4"
"5384","登革熱","2013","1","高雄市","苓雅區","F","否","55-59","1"
"5385","登革熱","2013","10","桃園市","楊梅區","M","是","55-59","1"
"5386","登革熱","2013","11","屏東縣","東港鎮","F","否","40-44","1"
"5387","登革熱","2013","11","高雄市","大樹區","M","是","30-34","1"
"5388","登革熱","2013","11","高雄市","楠梓區","F","否","55-59","1"
"5389","登革熱","2013","12","台北市","中山區","M","是","60-64","1"
"5390","登革熱","2013","12","屏東縣","萬丹鄉","M","否","50-54","1"
"5391","登革熱","2013","3","台中市","北區","F","是","45-49","1"
"5392","登革熱","2013","3","台北市","中正區","M","是","70+","1"
"5393","登革熱","2013","4","桃園市","中壢區","M","是","30-34","1"
"5394","登革熱","2013","6","屏東縣","潮州鎮","M","否","70+","1"
"5395","登革熱","2013","6","新北市","蘆洲區","M","是","60-64","1"
"5396","登革熱","2013","7","屏東縣","新園鄉","F","否","20-24","1"
"5397","登革熱","2013","8","屏東縣","屏東市","M","否","40-44","1"
"5398","登革熱","2013","9","屏東縣","屏東市","F","否","70+","3"
"5399","登革熱","2013","9","屏東縣","潮州鎮","M","否","20-24","1"
"5400","登革熱","2013","9","桃園市","大園區","F","是","25-29","1"
"5401","登革熱","2013","9","新北市","三重區","M","是","30-34","1"
"5402","登革熱","2013","9","新竹縣","竹北市","M","是","45-49","1"
"5403","登革熱","2014","10","台南市","新市區","F","否","20-24","1"
"5404","登革熱","2014","10","屏東縣","來義鄉","M","否","55-59","1"
"5405","登革熱","2014","10","桃園市","中壢區","M","否","55-59","1"
"5406","登革熱","2014","10","高雄市","三民區","M","否","1","2"
"5407","登革熱","2014","10","高雄市","大社區","F","否","25-29","2"
"5408","登革熱","2014","10","高雄市","大樹區","M","否","10-14","1"
"5409","登革熱","2014","10","高雄市","小港區","M","否","1","1"
"5410","登革熱","2014","10","高雄市","小港區","M","否","60-64","16"
"5411","登革熱","2014","10","高雄市","前金區","M","否","20-24","3"
"5412","登革熱","2014","10","高雄市","苓雅區","F","否","55-59","20"
"5413","登革熱","2014","10","高雄市","梓官區","F","否","55-59","1"
"5414","登革熱","2014","10","高雄市","鼓山區","M","否","5-9","3"
"5415","登革熱","2014","10","新北市","中和區","M","是","45-49","1"
"5416","登革熱","2014","11","台東縣","台東市","F","否","60-64","1"
"5417","登革熱","2014","11","台南市","新營區","M","否","15-19","1"
"5418","登革熱","2014","11","高雄市","大寮區","M","否","35-39","4"
"5419","登革熱","2014","11","高雄市","仁武區","F","否","15-19","3"
"5420","登革熱","2014","11","高雄市","仁武區","F","否","55-59","6"
"5421","登革熱","2014","11","高雄市","左營區","F","否","65-69","13"
"5422","登革熱","2014","11","高雄市","左營區","F","否","70+","12"
"5423","登革熱","2014","11","高雄市","林園區","F","否","45-49","1"
"5424","登革熱","2014","11","高雄市","新興區","M","否","20-24","2"
"5425","登革熱","2014","11","高雄市","楠梓區","F","否","55-59","4"
"5426","登革熱","2014","11","高雄市","橋頭區","F","否","65-69","1"
"5427","登革熱","2014","12","台南市","南區","F","否","35-39","1"
"5428","登革熱","2014","12","高雄市","大社區","M","否","45-49","1"
"5429","登革熱","2014","12","高雄市","大寮區","M","否","50-54","1"
"5430","登革熱","2014","12","高雄市","小港區","F","否","45-49","1"
"5431","登革熱","2014","12","高雄市","仁武區","M","否","55-59","2"
"5432","登革熱","2014","12","高雄市","前鎮區","F","否","55-59","8"
"5433","登革熱","2014","12","高雄市","新興區","M","否","45-49","1"
"5434","登革熱","2014","12","新北市","淡水區","F","是","25-29","1"
"5435","登革熱","2014","4","台中市","北屯區","M","是","25-29","1"
"5436","登革熱","2014","6","彰化縣","鹿港鎮","M","是","30-34","1"
"5437","登革熱","2014","7","桃園市","桃園區","F","是","25-29","1"
"5438","登革熱","2014","7","高雄市","小港區","M","否","5-9","1"
"5439","登革熱","2014","7","高雄市","苓雅區","M","是","35-39","1"
"5440","登革熱","2014","7","高雄市","鳳山區","F","否","10-14","1"
"5441","登革熱","2014","7","澎湖縣","湖西鄉","M","否","25-29","1"
"5442","登革熱","2014","8","高雄市","左營區","F","否","15-19","1"
"5443","登革熱","2014","8","高雄市","鼓山區","F","否","10-14","1"
"5444","登革熱","2014","8","高雄市","旗山區","M","否","70+","2"
"5445","登革熱","2014","8","高雄市","鳳山區","F","否","45-49","4"
"5446","登革熱","2011","11","高雄市","仁武區","F","否","10-14","1"
"5447","登革熱","2011","11","高雄市","仁武區","M","否","70+","1"
"5448","登革熱","2011","11","高雄市","左營區","F","否","50-54","1"
"5449","登革熱","2011","11","高雄市","左營區","M","否","40-44","2"
"5450","登革熱","2011","11","高雄市","林園區","F","否","20-24","1"
"5451","登革熱","2011","11","高雄市","鳳山區","M","否","30-34","3"
"5452","登革熱","2011","11","澎湖縣","馬公市","F","否","50-54","2"
"5453","登革熱","2011","12","屏東縣","東港鎮","F","否","50-54","1"
"5454","登革熱","2011","12","高雄市","左營區","M","否","30-34","1"
"5455","登革熱","2011","12","高雄市","新興區","F","否","45-49","1"
"5456","登革熱","2011","12","高雄市","楠梓區","M","否","70+","1"
"5457","登革熱","2011","8","高雄市","苓雅區","F","否","10-14","2"
"5458","登革熱","2011","9","高雄市","三民區","F","否","35-39","1"
"5459","登革熱","2011","9","高雄市","鳳山區","M","否","55-59","1"
"5460","登革熱","2012","10","台南市","安南區","M","否","60-64","3"
"5461","登革熱","2012","10","高雄市","三民區","F","否","15-19","1"
"5462","登革熱","2012","10","高雄市","前鎮區","F","否","45-49","1"
"5463","登革熱","2012","11","台南市","北區","F","否","40-44","3"
"5464","登革熱","2012","11","高雄市","苓雅區","F","否","25-29","2"
"5465","登革熱","2012","5","屏東縣","麟洛鄉","M","是","40-44","1"
"5466","登革熱","2012","7","高雄市","苓雅區","F","是","35-39","1"
"5467","登革熱","2012","7","高雄市","楠梓區","F","否","60-64","1"
"5468","登革熱","2012","8","台南市","中西區","M","否","20-24","1"
"5469","登革熱","2012","8","高雄市","前鎮區","F","否","45-49","1"
"5470","登革熱","2012","8","嘉義縣","布袋鎮","F","否","70+","1"
"5471","登革熱","2012","9","桃園市","龜山區","M","否","70+","1"
"5472","登革熱","2012","9","高雄市","三民區","F","否","40-44","2"
"5473","登革熱","2012","9","新北市","永和區","M","否","30-34","1"
"5474","登革熱","2012","9","新北市","永和區","M","是","40-44","1"
"5475","登革熱","2013","10","屏東縣","屏東市","F","否","65-69","3"
"5476","登革熱","2013","11","屏東縣","萬丹鄉","M","否","35-39","1"
"5477","登革熱","2013","12","屏東縣","九如鄉","M","否","30-34","1"
"5478","登革熱","2013","12","屏東縣","屏東市","M","否","60-64","7"
"5479","登革熱","2013","2","台中市","北區","M","是","40-44","1"
"5480","登革熱","2013","3","桃園市","大園區","M","是","20-24","1"
"5481","登革熱","2013","3","新竹市","東區","M","是","30-34","1"
"5482","登革熱","2013","5","屏東縣","春日鄉","M","否","30-34","2"
"5483","登革熱","2013","6","桃園市","平鎮區","F","是","45-49","1"
"5484","登革熱","2013","7","台北市","士林區","F","是","20-24","1"
"5485","登革熱","2013","7","桃園市","桃園區","M","是","25-29","1"
"5486","登革熱","2013","8","桃園市","龜山區","M","是","10-14","1"
"5487","登革熱","2013","9","屏東縣","屏東市","M","否","35-39","1"
"5488","登革熱","2013","9","新竹縣","竹北市","F","是","45-49","1"
"5489","登革熱","2014","10","高雄市","大社區","M","否","60-64","3"
"5490","登革熱","2014","10","高雄市","大寮區","M","否","10-14","6"
"5491","登革熱","2014","10","高雄市","大寮區","M","否","55-59","3"
"5492","登革熱","2014","10","高雄市","苓雅區","F","否","40-44","8"
"5493","登革熱","2014","10","高雄市","鳥松區","M","否","30-34","2"
"5494","登革熱","2014","10","高雄市","燕巢區","M","是","70+","1"
"5495","登革熱","2014","10","新北市","林口區","F","否","15-19","1"
"5496","登革熱","2014","10","新北市","泰山區","F","是","30-34","1"
"5497","登革熱","2014","10","新北市","樹林區","M","否","40-44","1"
"5498","登革熱","2014","11","台中市","北區","M","是","15-19","1"
"5499","登革熱","2014","11","台南市","仁德區","F","否","60-64","1"
"5500","登革熱","2014","11","台南市","北區","F","否","65-69","2"
"5501","登革熱","2014","11","台南市","安南區","M","否","30-34","1"
"5502","登革熱","2014","11","高雄市","三民區","F","否","10-14","28"
"5503","登革熱","2014","11","高雄市","左營區","M","否","65-69","13"
"5504","登革熱","2014","11","高雄市","前金區","F","否","60-64","2"
"5505","登革熱","2014","11","高雄市","苓雅區","F","否","45-49","10"
"5506","登革熱","2014","11","高雄市","梓官區","F","否","40-44","1"
"5507","登革熱","2014","11","高雄市","鼓山區","M","否","35-39","9"
"5508","登革熱","2014","11","高雄市","鹽埕區","M","否","45-49","1"
"5509","登革熱","2014","12","台南市","南區","F","否","25-29","1"
"5510","登革熱","2014","12","高雄市","大社區","M","否","15-19","1"
"5511","登革熱","2014","12","高雄市","大社區","M","否","20-24","1"
"5512","登革熱","2014","12","高雄市","大寮區","F","否","70+","1"
"5513","登革熱","2014","12","高雄市","前鎮區","M","否","10-14","1"
"5514","登革熱","2014","12","高雄市","苓雅區","M","否","65-69","1"
"5515","登革熱","2014","12","高雄市","楠梓區","F","否","5-9","1"
"5516","登革熱","2014","12","高雄市","楠梓區","M","否","60-64","2"
"5517","登革熱","2014","12","高雄市","鹽埕區","F","否","60-64","1"
"5518","登革熱","2014","2","屏東縣","屏東市","M","是","35-39","1"
"5519","登革熱","2014","6","高雄市","小港區","M","否","20-24","1"
"5520","登革熱","2014","7","高雄市","三民區","F","否","40-44","1"
